customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,charge_per_tenure,Churn
6115-ZTBFQ,72,0,2,2,65.5,4919.7,68.32916666666667,0
6353-BRMMA,54,1,0,2,104.1,5645.8,104.55185185185185,0
6680-WKXRZ,3,1,0,2,74.4,215.8,71.93333333333334,1
6231-WFGFH,4,1,0,1,20.5,77.6,19.4,0
9904-EHEVJ,32,1,0,1,91.35,2896.55,90.5171875,0
7028-DVOIQ,35,1,0,0,99.05,3395.8,97.02285714285715,1
6169-PPETC,35,1,2,2,20.5,759.35,21.695714285714285,0
4208-UFFGW,2,1,0,1,44.95,85.15,42.575,1
8584-KMVXD,8,1,0,0,75.6,535.55,66.94375,0
8467-WYNSR,22,1,0,1,55.1,1253.15,56.96136363636364,0
0851-DFJKB,15,1,0,0,58.95,955.15,63.67666666666666,0
5382-SOYZL,22,1,0,0,95.1,2162.6,98.3,0
9448-REEVD,1,1,0,3,44.7,44.7,44.7,1
3261-CQXOL,71,1,2,2,25.45,1813.35,25.54014084507042,0
8388-FYNPZ,4,1,0,0,56.75,245.15,61.2875,0
4002-BQWPQ,25,1,0,2,81.75,2028.8,81.152,0
5651-YLPRD,32,1,0,0,86.1,2723.75,85.1171875,0
2826-DXLQO,7,0,0,2,29.8,220.45,31.49285714285714,0
4378-BZYFP,17,1,1,1,20.5,365.8,21.51764705882353,0
9489-UTFKA,8,1,0,2,60.9,551.95,68.99375,0
4849-PYRLQ,56,1,2,2,73.25,4054.2,72.39642857142857,0
9117-SHLZX,1,1,0,1,45.7,45.7,45.7,1
9889-TMAHG,8,1,0,3,100.3,832.35,104.04375,1
4541-RMRLG,7,1,0,0,19.25,112.3,16.04285714285714,1
7764-BDPEE,3,1,0,1,20.85,60.65,20.216666666666665,0
3429-IFLEM,71,1,2,3,77.35,5550.1,78.17042253521127,0
3158-MOERK,2,1,0,0,96.0,174.8,87.4,1
7294-TMAOP,1,1,0,0,90.55,90.55,90.55,1
5002-GCQFH,49,1,0,2,93.85,4733.1,96.59387755102041,0
0556-FJEGU,58,1,2,2,70.1,4048.95,69.80948275862069,0
8919-FYFQZ,44,0,0,0,30.35,1359.7,30.902272727272727,1
0604-THJFP,59,1,2,3,75.95,4542.35,76.98898305084747,0
2834-JRTUA,71,1,2,0,108.05,7532.15,106.08661971830985,1
5875-YPQFJ,1,1,0,0,69.9,69.9,69.9,1
5879-SESNB,11,1,0,0,75.25,888.65,80.78636363636363,0
6646-QVXLR,62,1,1,0,103.75,6383.35,102.95725806451614,1
6461-PPAXN,35,1,1,2,54.95,1916.0,54.74285714285714,0
3318-ISQFQ,20,1,0,2,19.5,413.0,20.65,0
1106-HRLKZ,40,1,2,1,19.6,808.95,20.223750000000003,0
2483-XSSMZ,39,1,1,0,47.85,1886.4,48.369230769230775,0
8603-IJWDN,1,1,0,0,86.6,86.6,86.6,1
8165-ZJRNM,72,1,2,2,23.75,1679.25,23.322916666666668,0
9369-XFEHK,33,1,0,2,80.6,2656.5,80.5,1
2604-XVDAM,12,1,0,2,43.8,540.95,45.07916666666667,0
3717-OFRTN,1,1,0,2,19.75,19.75,19.75,0
9046-JBFWA,27,1,0,1,19.15,537.35,19.901851851851852,0
3280-NMUVX,34,1,1,3,19.6,678.8,19.96470588235294,0
1206-EHBDD,56,1,2,2,80.3,4513.65,80.60089285714285,0
8361-LBRDI,58,1,2,3,24.35,1423.85,24.54913793103448,0
4883-KCPZJ,22,1,2,3,25.25,555.4,25.245454545454546,0
9108-EQPNQ,10,1,2,3,26.1,225.55,22.555,0
7277-KAMWT,13,1,2,3,20.0,268.45,20.65,0
3842-IYKUE,35,1,0,3,85.3,2917.5,83.35714285714286,1
6641-XRPSU,34,1,0,3,70.0,2416.1,71.06176470588235,1
1374-DMZUI,4,1,0,0,94.3,424.45,106.1125,1
2545-LXYVJ,72,1,2,2,20.7,1492.1,20.72361111111111,0
3234-VKACU,2,1,0,0,70.3,132.4,66.2,0
8357-EQXFO,7,1,0,0,95.35,660.9,94.41428571428571,1
1989-PRJHP,27,1,0,0,75.5,1893.95,70.1462962962963,1
8120-JDCAM,4,1,0,1,69.55,284.9,71.225,0
8917-FAEMR,37,1,2,1,19.85,784.25,21.195945945945947,0
7047-YXDMZ,21,1,0,1,20.0,417.7,19.89047619047619,0
2858-EIMXH,53,1,1,3,95.85,5016.25,94.64622641509433,0
9524-EGPJC,18,1,0,0,90.1,1612.75,89.59722222222223,1
6993-OHLXR,2,1,0,0,68.95,119.75,59.875,1
8818-XYFCQ,32,1,0,3,99.55,3204.65,100.1453125,1
6419-ZTTLE,23,1,1,0,20.75,485.2,21.09565217391304,0
0929-HYQEW,3,1,0,1,50.15,160.85,53.61666666666667,0
6614-YOLAC,71,0,2,1,58.65,4145.25,58.38380281690141,0
7426-RHZGU,9,1,0,2,95.9,827.45,91.9388888888889,0
4065-JJAVA,1,1,0,0,49.5,49.5,49.5,0
4695-VADHF,18,1,0,0,57.45,990.85,55.047222222222224,1
3863-IUBJR,12,1,1,3,53.65,696.35,58.02916666666667,1
7649-SIJJF,71,1,2,1,80.1,5585.4,78.66760563380281,0
9361-YNQWJ,64,1,1,2,24.4,1601.2,25.01875,0
3748-FVMZZ,4,0,0,0,40.05,162.45,40.6125,0
9391-TTOYH,23,1,0,1,19.5,470.2,20.443478260869565,0
1452-XRSJV,39,1,0,3,51.05,2066.0,52.97435897435897,0
3422-WJOYD,28,1,1,1,54.35,1426.45,50.94464285714286,0
8242-SOQUO,5,1,0,0,84.7,392.5,78.5,0
7460-ITWWP,45,1,0,0,86.1,3861.45,85.81,0
7147-AYBAA,37,1,0,1,70.35,2552.9,68.9972972972973,0
7868-TMWMZ,60,1,2,2,110.0,6668.35,111.13916666666667,0
4822-RVYBB,8,1,0,0,100.6,819.4,102.425,1
6732-FZUGP,47,1,1,3,94.9,4615.25,98.19680851063829,0
8436-BJUMM,26,1,0,0,83.75,2070.6,79.63846153846154,1
4184-TJFAN,3,1,0,1,88.3,273.75,91.25,1
8329-GWVPJ,50,1,0,2,69.75,3557.7,71.154,0
1352-VHKAJ,27,1,0,2,71.6,1957.1,72.48518518518519,0
4145-UQXUQ,8,1,0,0,92.1,729.95,91.24375,1
2632-TACXW,62,1,2,2,23.65,1416.75,22.850806451612904,0
8146-QQKZH,71,1,2,2,81.85,5924.4,83.44225352112676,0
1767-CJKBA,66,1,2,1,25.1,1697.7,25.722727272727273,0
6445-TNRXS,68,1,2,2,114.7,7849.85,115.43897058823529,0
4581-LNWUM,13,0,0,0,49.15,649.4,49.95384615384615,0
4869-EPIUS,56,1,1,0,80.9,4557.5,81.38392857142857,0
9948-YPTDG,38,1,0,0,79.45,3013.05,79.29078947368421,1
1236-WFCDV,14,1,0,3,90.45,1266.1,90.43571428571428,1
1915-OAKWD,16,1,1,2,19.3,360.35,22.521875,0
7296-PIXQY,14,1,0,0,70.2,1046.5,74.75,0
4883-QICIH,32,1,0,2,69.75,2347.9,73.371875,1
3354-OADJP,8,1,1,2,54.25,447.75,55.96875,0
3524-WQDSG,43,1,0,2,99.3,4209.95,97.90581395348836,0
0810-DHDBD,52,1,1,3,74.0,3877.65,74.57019230769231,0
4026-SKKHW,3,1,0,1,50.25,152.3,50.76666666666667,0
2829-HYVZP,29,1,1,1,19.8,572.2,19.731034482758623,0
8329-IBCTI,1,1,0,1,19.65,19.65,19.65,1
1271-SJBGZ,12,0,0,0,43.65,526.95,43.9125,1
3845-JHAMY,16,0,0,3,35.5,552.7,34.54375,0
7013-PSXHK,40,1,1,1,80.75,3208.65,80.21625,0
5669-SRAIP,5,0,0,0,39.5,210.75,42.15,1
5981-ITEMU,40,1,0,2,97.1,3706.95,92.67375,1
3486-NPGST,36,1,1,1,19.55,620.75,17.243055555555557,0
6941-PMGEP,5,1,0,0,80.0,412.5,82.5,1
1624-WOIWJ,10,1,0,1,84.7,832.05,83.205,1
2074-GKOWZ,2,1,0,2,89.55,185.55,92.775,1
0376-YMCJC,23,1,0,0,90.6,1943.2,84.48695652173913,1
6100-FJZDG,26,1,1,2,20.05,505.9,19.457692307692305,0
4829-ZLJTK,72,1,2,0,112.4,8046.85,111.76180555555555,0
1730-VFMWO,34,1,0,2,50.2,1815.3,53.391176470588235,0
7143-BQIBA,10,1,0,2,62.25,612.95,61.295,0
3800-LYTRK,14,1,1,1,55.7,795.15,56.79642857142857,0
0634-SZPQA,23,1,0,2,90.05,2169.8,94.33913043478262,1
9646-NMHXE,47,1,2,1,19.65,973.1,20.70425531914894,0
7030-NJVDP,24,1,0,0,89.25,2210.2,92.09166666666665,0
5536-RTPWK,49,1,0,2,99.05,4853.75,99.0561224489796,1
8883-GRDWQ,20,1,1,1,54.0,1055.9,52.795,0
6166-ILMNY,2,1,0,2,69.75,144.55,72.275,1
3097-NNSPB,2,1,0,3,49.05,91.1,45.55,1
7771-ZONAT,22,0,2,2,56.75,1304.85,59.31136363636363,0
0655-RBDUG,7,1,0,2,98.05,713.0,101.85714285714286,1
2111-DWYHN,1,1,0,1,21.1,21.1,21.1,0
4194-WHFCB,59,1,0,2,96.65,5580.8,94.58983050847458,0
4121-AGSIN,58,1,1,3,24.5,1497.9,25.82586206896552,0
4361-BKAXE,41,1,0,2,114.5,4527.45,110.42560975609756,1
9845-PEEKO,59,1,2,3,79.2,4590.35,77.80254237288136,0
0455-XFASS,3,1,0,0,69.55,200.2,66.73333333333333,0
0301-KOBTQ,32,1,2,2,20.05,614.45,19.2015625,0
1751-NCDLI,46,1,0,0,98.85,4564.9,99.23695652173912,0
9878-TNQGW,2,1,0,0,80.95,171.15,85.575,1
9170-ARBTB,52,1,1,3,19.6,1012.4,19.46923076923077,0
4441-NIHPT,13,1,0,0,74.3,940.35,72.33461538461539,1
8999-BOHSE,11,1,0,2,89.7,1047.7,95.24545454545455,1
7241-AJHFS,32,1,0,2,87.65,2766.4,86.45,0
7029-RPUAV,17,1,0,3,100.45,1622.45,95.43823529411765,1
4546-FOKWR,16,1,0,3,74.75,1129.35,70.584375,0
9036-CSKBW,51,1,1,2,107.45,5680.9,111.39019607843136,0
5832-TRLPB,29,1,1,2,75.35,2243.9,77.37586206896552,0
8590-YFFQO,70,1,2,3,64.95,4523.25,64.61785714285715,0
8659-IOOPU,71,1,2,0,100.45,7159.7,100.84084507042253,0
1338-CECEE,41,1,1,2,68.5,2839.95,69.2670731707317,0
7439-DKZTW,1,1,0,0,80.55,80.55,80.55,0
4646-QZXTF,7,1,0,2,81.25,580.1,82.87142857142858,0
4607-CHPCA,25,1,1,0,90.4,2178.6,87.14399999999999,1
9742-XOKTS,67,1,1,0,89.55,6038.55,90.12761194029851,0
6921-OZMFH,5,1,0,1,55.7,259.4,51.879999999999995,0
9578-FOMUK,15,1,0,0,24.8,324.15,21.61,0
4712-UYOOI,20,1,0,0,20.0,417.65,20.8825,0
8824-RWFXJ,3,1,0,1,56.15,168.15,56.050000000000004,1
7722-CVFXN,54,1,1,0,105.2,5637.85,104.40462962962964,0
8717-VCTXJ,42,1,1,1,19.55,839.4,19.985714285714284,0
7363-QTBIW,9,1,0,0,79.75,769.1,85.45555555555556,0
4159-NAAIX,63,1,2,2,97.45,6253.0,99.25396825396825,0
0971-QIFJK,69,1,2,2,24.25,1641.8,23.794202898550726,0
9397-TZSHA,69,1,2,3,24.6,1678.05,24.319565217391304,0
3391-JSQEW,40,1,0,1,50.15,2058.5,51.4625,0
0343-QLUZP,60,0,2,2,39.6,2424.5,40.40833333333333,0
9763-PDTKK,4,1,0,2,94.4,387.2,96.8,1
2176-LVPNX,71,1,2,1,89.85,6293.45,88.64014084507042,0
7627-JKIAZ,37,1,0,3,78.95,2839.65,76.7472972972973,1
3312-UUMZW,32,1,0,3,98.85,3145.9,98.309375,0
1271-UODNO,39,1,2,3,53.85,2200.7,56.42820512820512,0
8461-EFQYM,38,1,1,0,24.25,914.4,24.063157894736843,0
6900-RBKER,52,1,2,3,89.45,4577.75,88.03365384615384,0
6891-JPYFF,48,1,0,3,105.25,4997.5,104.11458333333333,0
1459-QNFQT,70,0,2,2,59.5,4144.8,59.21142857142858,0
1047-NNCBF,20,1,0,3,70.55,1493.55,74.6775,0
3696-XRIEN,50,1,1,3,82.5,4179.1,83.58200000000001,0
4081-DYXAV,19,0,1,3,44.85,893.55,47.02894736842105,1
0074-HDKDG,25,1,1,2,61.6,1611.0,64.44,0
8791-GFXLZ,12,1,0,2,49.05,593.05,49.42083333333333,0
8111-SLLHI,39,1,0,0,105.65,4284.8,109.86666666666667,1
0927-LCSMG,7,1,0,1,74.65,544.55,77.79285714285713,1
9330-DHBFL,23,1,1,1,66.25,1533.8,66.68695652173913,0
0098-BOWSO,27,1,0,0,19.4,529.8,19.62222222222222,0
3452-ABWRL,47,1,0,3,86.05,3865.6,82.2468085106383,0
5859-HZYLF,26,1,2,3,19.15,515.75,19.83653846153846,0
8257-RZAHR,14,1,0,2,64.7,941.0,67.21428571428571,1
5293-WXJAK,11,1,0,2,104.05,1133.65,103.05909090909091,1
3156-QLHBO,2,1,0,1,19.25,48.35,24.175,0
2208-NQBCT,26,1,0,0,81.95,2070.05,79.6173076923077,0
1779-PWPMG,72,1,2,2,114.65,8333.95,115.74930555555557,0
6621-NRZAK,63,1,2,3,20.0,1209.25,19.194444444444443,0
0831-JNISG,71,1,2,1,19.8,1396.25,19.66549295774648,0
0774-IFUVM,11,1,0,2,65.15,723.35,65.75909090909092,0
3082-WQRVY,14,1,1,1,19.65,228.65,16.33214285714286,0
9553-DLCLU,13,1,2,3,88.95,1161.75,89.36538461538461,0
1641-BYBTK,6,1,0,1,20.2,98.35,16.391666666666666,0
2460-NGXBJ,11,1,0,3,75.2,775.3,70.48181818181818,0
2446-ZKVAF,18,1,0,3,56.8,1074.65,59.70277777777778,0
0841-NULXI,1,0,0,0,35.55,35.55,35.55,1
3522-CDKHF,32,1,0,2,75.5,2324.7,72.646875,0
1430-SFQSA,29,0,1,1,35.6,1072.6,36.98620689655172,0
0411-EZJZE,3,1,0,0,60.25,170.5,56.833333333333336,0
7851-WZEKY,2,1,0,0,95.15,196.9,98.45,1
8844-TONUD,13,1,0,1,96.65,1162.85,89.44999999999999,1
8807-ARQET,41,0,0,0,40.35,1677.85,40.923170731707316,0
8992-CEUEN,1,1,0,0,18.85,18.85,18.85,0
4320-QMLLA,7,1,0,1,54.85,370.4,52.91428571428571,0
8777-PVYGU,52,1,1,1,64.3,3410.6,65.58846153846153,0
8292-ITGYJ,45,1,2,2,24.65,1138.8,25.306666666666665,0
6870-ZWMNX,70,1,2,3,76.1,5264.25,75.20357142857142,0
0621-CXBKL,53,1,2,1,18.7,1005.7,18.975471698113207,0
5268-DSMNQ,62,1,1,3,97.95,5936.55,95.7508064516129,0
5334-JLAXU,60,1,0,3,94.1,5475.9,91.265,0
4086-YQSNZ,3,1,0,0,80.4,224.05,74.68333333333334,1
6242-MBHPK,23,1,0,0,95.1,2326.05,101.13260869565218,0
5868-CZJDR,1,0,0,1,31.35,31.35,31.35,1
9359-UGBTK,67,1,1,2,72.35,4991.5,74.5,0
0135-NMXAP,12,1,0,2,89.75,1052.4,87.7,1
4782-OSFXZ,71,1,2,2,82.7,5831.2,82.12957746478872,0
6479-OAUSD,25,1,1,3,19.9,510.8,20.432000000000002,0
7129-ACFOG,5,1,0,0,53.8,283.95,56.79,0
4189-NAKJS,26,1,1,3,51.55,1295.4,49.823076923076925,0
5562-BETPV,1,1,1,1,19.65,19.65,19.65,0
1282-IHQAC,70,0,1,3,44.05,3011.65,43.02357142857143,0
9127-FHJBZ,72,1,2,0,114.0,8093.15,112.4048611111111,0
6270-OMFIW,60,1,1,0,94.4,5610.25,93.50416666666666,1
1641-RQDAY,32,1,0,0,100.4,3217.65,100.5515625,0
0107-WESLM,1,1,0,0,19.85,19.85,19.85,1
6994-ORCWG,14,1,1,1,54.25,773.2,55.228571428571435,0
1346-UFHAX,13,1,0,3,80.0,1029.35,79.18076923076923,0
3992-YWPKO,6,1,0,3,109.9,669.45,111.575,1
2933-XEUJM,46,1,2,1,79.2,3593.8,78.12608695652175,0
0125-LZQXK,15,1,0,0,101.35,1553.95,103.59666666666666,1
5461-QKNTN,43,1,0,0,94.3,3953.15,91.93372093023255,0
4835-YSJMR,39,1,2,2,49.8,1971.15,50.542307692307695,0
8399-YNDCH,21,1,0,2,60.05,1236.15,58.86428571428572,1
3164-YAXFY,57,0,0,0,53.75,3196.0,56.07017543859649,0
0887-WBJVH,53,1,1,0,93.45,4872.2,91.92830188679245,0
4660-IRIBM,18,1,0,1,87.9,1500.5,83.36111111111111,0
5673-FSSMF,1,1,0,0,60.15,60.15,60.15,1
7670-ZBPOQ,58,1,1,2,61.05,3478.75,59.97844827586207,0
8089-UZWLX,71,1,2,2,104.05,7413.55,104.41619718309859,0
0080-OROZO,35,1,1,0,99.25,3532.0,100.91428571428571,0
3916-NRPAP,3,1,0,3,85.7,256.75,85.58333333333333,0
6807-SIWJI,38,1,1,0,104.85,3887.25,102.29605263157895,0
8221-HVAYI,35,1,2,3,69.15,2490.15,71.14714285714285,0
1579-KLYDT,7,1,0,0,90.45,593.45,84.77857142857144,1
5232-NXPAY,47,1,2,1,74.45,3510.3,74.6872340425532,0
8967-SZQAS,14,1,0,0,50.45,765.45,54.675000000000004,0
4468-KAZHE,20,1,0,0,60.0,1259.35,62.967499999999994,0
0455-ENTCR,66,1,2,0,85.25,5538.35,83.91439393939395,0
8944-AILEF,15,1,0,3,19.45,340.85,22.723333333333336,0
5542-NKVRU,42,1,2,2,20.75,844.45,20.10595238095238,0
7126-RBHSD,17,1,0,0,78.9,1348.95,79.35000000000001,0
5370-IIVVL,37,1,1,3,104.5,3778.0,102.10810810810811,0
6789-HJBWG,12,1,0,0,49.4,611.65,50.97083333333333,0
3927-NLNRY,53,1,1,2,94.25,4867.95,91.84811320754717,1
9087-EYCPR,60,1,2,1,25.0,1505.05,25.084166666666665,0
6791-YBNAK,18,0,0,3,25.55,467.85,25.991666666666667,0
6358-LYNGM,1,1,0,0,74.9,74.9,74.9,1
6077-BDPXA,3,1,0,0,70.15,194.2,64.73333333333333,0
0013-MHZWF,9,1,0,3,69.4,571.45,63.49444444444445,0
5494-HECPR,1,1,0,0,80.25,80.25,80.25,1
8268-YDIXR,56,1,1,0,93.15,5253.95,93.82053571428571,0
9824-BEMCV,17,1,0,0,69.0,1149.65,67.62647058823529,1
1373-ORVIZ,11,1,0,0,66.35,740.8,67.34545454545454,1
4291-SHSBH,7,1,0,0,69.55,521.35,74.47857142857143,0
6980-IMXXE,69,1,2,2,20.2,1412.65,20.473188405797103,0
9866-QEVEE,19,1,0,2,86.0,1532.45,80.65526315789474,1
9897-KXHCM,3,1,0,0,80.3,250.05,83.35000000000001,1
0040-HALCW,54,1,2,3,20.4,1090.6,20.196296296296296,0
0784-GTUUK,62,1,1,3,23.75,1446.8,23.335483870967742,0
7979-CORPM,24,1,0,3,90.55,2282.55,95.10625,1
2294-DMMUS,62,1,0,3,70.45,4300.45,69.36209677419355,0
0872-JCPIB,17,1,0,2,65.75,1111.2,65.36470588235295,0
3055-MJDSB,9,0,0,1,24.6,190.1,21.12222222222222,0
9091-WTUUY,64,1,2,1,69.25,4447.75,69.49609375,0
1618-CFHME,2,1,0,0,75.9,143.35,71.675,1
3165-HDOEW,1,1,0,1,45.85,45.85,45.85,1
6581-NQCBA,16,0,0,0,49.95,810.2,50.6375,1
7115-IRDHS,72,1,2,2,24.65,1830.05,25.41736111111111,0
8496-DMZUK,30,1,1,2,90.4,2820.65,94.02166666666668,0
2040-VZIKE,49,1,0,1,100.85,4847.35,98.92551020408165,0
9068-VPWQQ,61,1,2,3,75.35,4729.3,77.52950819672131,0
0178-SZBHO,47,1,0,0,87.2,4017.45,85.47765957446808,0
0384-RVBPI,20,1,0,3,64.4,1398.6,69.92999999999999,0
1689-MRZQR,34,1,0,0,78.3,2564.3,75.42058823529412,1
1299-AURJA,70,1,2,2,24.7,1685.9,24.084285714285716,0
4525-VZCZG,54,1,1,0,105.85,5826.65,107.90092592592592,0
1543-LLLFT,61,1,1,1,98.3,6066.55,99.4516393442623,0
5835-BEQEU,3,1,0,0,76.95,228.4,76.13333333333334,1
2788-CJQAQ,13,1,1,1,19.45,270.2,20.784615384615385,0
5565-FILXA,16,1,0,0,96.15,1529.2,95.575,1
0319-QZTCO,3,1,0,3,58.7,168.6,56.199999999999996,0
2120-SMPEX,25,1,0,1,20.15,536.35,21.454,0
0096-FCPUF,30,1,0,1,64.5,1888.45,62.94833333333334,0
0668-OGMHD,21,0,0,0,28.5,629.35,29.969047619047622,0
5552-ZNFSJ,1,1,0,0,45.3,45.3,45.3,1
2223-KAGMX,15,1,0,2,19.4,289.3,19.28666666666667,1
6507-ZJSUR,23,1,0,0,90.45,2117.25,92.05434782608695,0
9408-HRXRK,45,1,0,0,105.15,4730.9,105.1311111111111,0
5593-SUAOO,24,1,1,2,83.15,2033.05,84.71041666666666,0
7321-PKUYW,11,1,0,0,90.15,987.95,89.81363636363636,1
2833-SLKDQ,1,1,0,1,45.05,45.05,45.05,1
6766-HFKLA,56,1,2,2,103.2,5744.35,102.57767857142858,0
7595-EUIVN,1,1,0,0,75.8,75.8,75.8,1
7617-EYGLW,1,1,0,0,19.45,19.45,19.45,0
2026-TGDHM,7,1,0,0,79.3,523.15,74.73571428571428,1
9220-ZNKJI,55,1,2,3,88.8,4805.3,87.36909090909091,0
4030-VPZBD,2,0,0,0,30.9,59.05,29.525,1
2226-ICFDO,72,1,2,3,85.9,6110.75,84.87152777777777,0
0723-VSOBE,45,0,1,0,34.2,1596.6,35.48,0
5529-GIBVH,47,1,2,1,20.15,1046.2,22.25957446808511,0
4187-CINZD,46,1,1,3,95.25,4424.2,96.17826086956521,1
9992-UJOEL,2,1,0,1,50.3,92.75,46.375,0
4741-WWJQZ,2,1,0,0,80.15,194.55,97.275,0
6625-UTXEW,12,1,0,0,51.25,612.1,51.00833333333333,0
6818-WOBHJ,68,1,0,2,89.6,6127.6,90.11176470588236,1
6244-BESBM,69,1,2,3,95.2,6671.7,96.69130434782609,0
1004-NOZNR,56,1,1,3,94.8,5264.3,94.00535714285715,0
1251-STYSZ,4,1,0,0,80.25,303.7,75.925,0
2612-PHGOX,64,1,2,2,76.1,4818.8,75.29375,0
2408-TZMJL,59,1,1,0,110.15,6448.05,109.28898305084746,1
8480-PPONV,62,1,2,2,115.55,7159.05,115.46854838709677,0
8780-IHCRN,63,1,2,3,24.65,1574.5,24.99206349206349,0
4598-ZADCK,53,0,1,0,53.6,2879.2,54.32452830188679,0
1257-SXUXQ,5,1,0,1,19.45,86.05,17.21,0
9681-KYGYB,49,1,0,0,88.2,4159.45,84.88673469387754,0
7182-OVLBJ,62,1,2,2,101.15,6638.35,107.07016129032259,0
5095-ETBRJ,55,1,2,1,56.8,3112.05,56.582727272727276,0
7005-CYUIL,71,1,2,0,99.4,7168.25,100.96126760563381,0
4821-WQOYN,72,1,2,3,20.1,1326.25,18.42013888888889,0
4730-AWNAU,36,0,1,3,60.7,2234.55,62.07083333333334,0
3452-FLHYD,25,1,1,2,20.95,495.15,19.805999999999997,0
2388-LAESQ,72,1,2,2,114.85,8317.95,115.52708333333334,0
9531-NSBMR,36,1,1,2,19.25,679.8,18.883333333333333,0
6260-ONULR,1,1,0,1,62.8,62.8,62.8,0
4389-UEFCZ,72,1,2,0,105.5,7544.0,104.77777777777777,0
8711-LOBKY,59,1,2,1,19.85,1188.25,20.139830508474578,0
9134-CEQMF,7,1,0,0,89.5,676.7,96.67142857142858,1
8985-OOPOS,1,1,1,3,74.1,74.1,74.1,0
8800-ZKRFW,30,1,0,0,107.5,3242.5,108.08333333333333,0
2616-FLVQC,64,1,2,1,19.55,1240.15,19.37734375,0
9968-FFVVH,63,1,1,2,68.8,4111.35,65.25952380952381,0
3108-PCCGG,72,1,2,3,84.45,5899.85,81.94236111111111,0
7993-PYKOF,8,1,0,0,75.0,632.95,79.11875,1
8390-FESFV,62,1,2,2,84.5,5193.2,83.76129032258065,0
3022-BEXHZ,67,1,2,2,111.2,7530.8,112.4,0
5027-XWQHA,6,1,0,0,44.75,270.95,45.15833333333333,1
6248-TKCQV,70,1,2,2,80.6,5460.2,78.00285714285714,0
6729-GDNGC,20,1,0,2,80.7,1614.2,80.71000000000001,0
6198-ZFIOJ,5,1,0,0,75.6,402.5,80.5,0
5989-OMNJE,24,0,1,0,57.6,1367.75,56.989583333333336,0
4566-QVRRW,11,1,0,0,44.05,483.7,43.97272727272727,1
1291-CUOCY,72,1,2,3,110.6,7962.2,110.58611111111111,0
9795-SHUHB,66,1,2,3,58.2,3810.8,57.73939393939394,0
3230-IUALN,45,1,2,1,81.0,3533.6,78.52444444444444,0
0042-RLHYP,69,1,2,2,19.7,1396.9,20.244927536231884,0
8519-IMDHU,15,1,0,2,85.6,1345.55,89.70333333333333,1
4945-RVMTE,28,1,0,2,59.55,1646.45,58.801785714285714,0
0201-OAMXR,70,1,1,3,115.55,8127.6,116.10857142857144,1
1866-NXPSP,36,1,1,1,75.55,2680.15,74.44861111111112,0
3372-KWFBM,16,1,0,0,86.6,1281.0,80.0625,1
7831-QGOXH,18,1,0,0,85.2,1553.9,86.32777777777778,1
6393-WRYZE,34,1,0,0,97.65,3207.55,94.33970588235294,1
3941-XTSKM,42,0,1,3,45.1,2049.05,48.786904761904765,0
1661-CZBAU,48,1,1,2,70.95,3629.2,75.60833333333333,0
6599-RCLCJ,47,1,0,0,109.55,5124.55,109.03297872340426,1
9831-BPFRI,39,1,1,0,89.55,3474.45,89.08846153846153,1
5158-RIVOP,11,1,2,3,20.9,202.3,18.39090909090909,0
9788-YTFGE,7,1,0,1,19.95,147.5,21.071428571428573,0
9277-JOOMO,3,1,0,1,24.6,86.35,28.78333333333333,0
1907-YLNYW,8,1,0,0,66.7,579.0,72.375,0
1725-MIMXW,1,1,0,1,19.45,19.45,19.45,1
8947-YRTDV,32,1,1,1,94.8,3131.55,97.8609375,0
3161-ONRWK,60,1,1,2,65.85,3928.3,65.47166666666666,0
0114-RSRRW,10,1,0,2,19.95,187.75,18.775,0
4565-NLZBV,71,1,2,2,24.65,1710.15,24.086619718309862,0
0031-PVLZI,4,1,0,1,20.35,76.35,19.0875,1
7206-GZCDC,1,1,0,0,69.25,69.25,69.25,1
6682-VCIXC,43,0,1,2,51.25,2151.6,50.03720930232558,0
4791-QRGMF,59,1,1,2,99.5,5961.1,101.035593220339,1
6475-VHUIZ,23,1,0,0,54.25,1221.55,53.11086956521739,0
3910-MRQOY,72,1,2,2,19.4,1496.45,20.78402777777778,0
0661-WCQNQ,22,1,1,3,56.25,1292.2,58.73636363636364,0
7537-RBWEA,1,0,0,1,25.15,25.15,25.15,0
4656-CAURT,69,1,2,2,23.95,1713.1,24.827536231884057,0
0121-SNYRK,50,0,1,1,35.4,1748.9,34.978,0
1768-ZAIFU,1,0,0,0,25.2,25.2,25.2,1
4671-LXRDQ,2,1,0,1,45.0,96.45,48.225,1
3733-LSYCE,15,1,0,2,75.35,1114.55,74.30333333333333,0
6265-FRMTQ,31,1,2,2,20.4,609.1,19.648387096774194,0
1934-SJVJK,1,1,0,1,20.15,20.15,20.15,1
3838-OZURD,66,1,0,3,105.0,7133.25,108.07954545454545,1
9269-CQOOL,3,1,0,3,54.7,169.45,56.48333333333333,1
2017-CCBLH,8,1,2,1,20.0,141.6,17.7,0
7690-KPNCU,64,1,1,3,73.05,4688.65,73.26015625,0
0536-BGFMZ,28,1,0,1,20.5,563.05,20.10892857142857,0
2293-IJWPS,57,1,1,3,100.75,5985.0,105.0,0
2845-HSJCY,14,1,0,0,87.25,1258.6,89.89999999999999,1
5469-NUJUR,19,1,2,1,19.95,373.5,19.657894736842106,0
